_____19. 1. 2022_____
 comment:	Exmpl_S13.1.5_CC-NC-NN_DMSO_meta_eprometa_2st
 nostates:	2
 nomarkers:	3
 dim:	3
 nodata:	1006





+6.540404e+03	+6.730586e+03	+7.040701e+03
+6.455458e+03	+6.766395e+03	+7.048472e+03
+6.456964e+03	+6.794833e+03	+7.062995e+03
+6.319131e+03	+7.684601e+03	+7.227970e+03
+6.263191e+03	+7.713678e+03	+7.239029e+03
+6.269238e+03	+7.687860e+03	+7.204008e+03
+6.287887e+03	+4.757207e+03	+7.782683e+03
+6.289336e+03	+4.773649e+03	+7.902772e+03
+6.330844e+03	+4.759598e+03	+7.884566e+03
+5.555906e+03	+5.135469e+03	+7.565082e+03
+5.492282e+03	+5.211715e+03	+7.610775e+03
+5.511685e+03	+5.234754e+03	+7.580306e+03
+8.966562e+03	+8.287832e+03	+3.699832e+03
+8.908949e+03	+8.284546e+03	+3.715699e+03
+8.885728e+03	+8.301644e+03	+3.641776e+03
+9.989508e+03	+7.557854e+03	+3.910981e+03
+1.004614e+04	+7.513145e+03	+3.824750e+03
+1.006834e+04	+7.488226e+03	+3.826190e+03
+7.223573e+03	+3.931097e+03	+4.241946e+03
+7.249970e+03	+3.921951e+03	+4.261180e+03
+7.252569e+03	+3.952371e+03	+4.244237e+03
+8.161438e+03	+3.698853e+03	+3.949480e+03
+8.221195e+03	+3.683161e+03	+3.928262e+03
+8.250724e+03	+3.676464e+03	+3.985920e+03
+9.793520e+03	+7.990999e+03	+4.810329e+03
+9.778161e+03	+7.979513e+03	+4.763602e+03
+9.735851e+03	+7.992537e+03	+4.786870e+03
+1.102278e+04	+7.527619e+03	+4.759891e+03
+1.108564e+04	+7.514357e+03	+4.793777e+03
+1.109558e+04	+7.462237e+03	+4.700969e+03
+8.579332e+03	+9.829362e+03	+3.295524e+03
+8.566149e+03	+9.819269e+03	+3.273424e+03
+8.514513e+03	+9.794012e+03	+3.350789e+03
+9.175719e+03	+8.997183e+03	+2.906203e+03
+9.173814e+03	+9.013346e+03	+2.865962e+03
+9.131156e+03	+9.012783e+03	+2.853659e+03
+8.378012e+03	+1.013970e+04	+4.917630e+03
+8.384746e+03	+1.012695e+04	+4.911588e+03
+8.383965e+03	+1.009297e+04	+4.799583e+03
+7.362019e+03	+1.035207e+04	+4.975902e+03
+7.326263e+03	+1.037124e+04	+5.053641e+03
+7.282144e+03	+1.035971e+04	+5.019736e+03
+4.758591e+03	+4.228734e+03	+5.512594e+03
+4.727568e+03	+4.258267e+03	+5.529365e+03
+4.716794e+03	+4.285934e+03	+5.487609e+03
+5.454115e+03	+3.413960e+03	+6.173536e+03
+5.440824e+03	+3.406295e+03	+6.215406e+03
+5.482513e+03	+3.425686e+03	+6.224155e+03
+9.021638e+03	+6.031751e+03	+2.537620e+03
+9.074564e+03	+5.987079e+03	+2.524283e+03
+9.121707e+03	+6.003050e+03	+2.497198e+03
+7.586880e+03	+6.759199e+03	+2.785262e+03
+7.580607e+03	+6.791181e+03	+2.764521e+03
+7.562960e+03	+6.792615e+03	+2.870704e+03
+6.700525e+03	+4.849928e+03	+2.707376e+03
+6.687464e+03	+4.867505e+03	+2.603301e+03
+6.657026e+03	+4.885753e+03	+2.641922e+03
+7.922845e+03	+4.278676e+03	+3.027875e+03
+7.983973e+03	+4.226351e+03	+3.018181e+03
+7.995641e+03	+4.243125e+03	+3.032484e+03
+1.058236e+04	+8.566263e+03	+2.327806e+03
+1.065465e+04	+8.544574e+03	+2.313678e+03
+1.068445e+04	+8.531196e+03	+2.365080e+03
+9.569903e+03	+9.208664e+03	+2.222770e+03
+9.578380e+03	+9.171374e+03	+2.156869e+03
+9.535279e+03	+9.181971e+03	+2.219810e+03
+5.808478e+03	+5.077229e+03	+6.078640e+03
+5.761944e+03	+5.125448e+03	+6.073251e+03
+5.766143e+03	+5.144815e+03	+6.100720e+03
+6.408644e+03	+4.144333e+03	+6.313633e+03
+6.438493e+03	+4.108187e+03	+6.379478e+03
+6.477956e+03	+4.075027e+03	+6.389978e+03
+5.503960e+03	+8.756336e+03	+3.590092e+03
+5.455385e+03	+8.676587e+03	+3.672359e+03
+5.432589e+03	+8.632695e+03	+3.667245e+03
+6.268242e+03	+9.217713e+03	+3.919578e+03
+6.318202e+03	+9.273358e+03	+3.917415e+03
+6.328926e+03	+9.273987e+03	+3.985546e+03
+6.457929e+03	+5.035476e+03	+5.232072e+03
+6.417136e+03	+5.038706e+03	+5.239890e+03
+6.359527e+03	+5.046300e+03	+5.233410e+03
+7.347356e+03	+5.564649e+03	+5.249563e+03
+7.347729e+03	+5.606766e+03	+5.325978e+03
+7.366518e+03	+5.610713e+03	+5.277459e+03
+8.376327e+03	+9.561357e+03	+5.562330e+03
+8.414973e+03	+9.582697e+03	+5.559665e+03
+8.420299e+03	+9.602623e+03	+5.516765e+03
+7.982787e+03	+8.722883e+03	+6.319149e+03
+8.006547e+03	+8.724293e+03	+6.320517e+03
+8.014022e+03	+8.746460e+03	+6.260903e+03
+6.176130e+03	+7.031874e+03	+1.633414e+03
+6.219563e+03	+7.008072e+03	+1.529788e+03
+6.228352e+03	+7.019266e+03	+1.575792e+03
+5.042529e+03	+6.302066e+03	+1.952227e+03
+5.005915e+03	+6.283251e+03	+1.855187e+03
+4.977518e+03	+6.248554e+03	+1.901585e+03
+5.947094e+03	+7.561908e+03	+2.737744e+03
+5.925943e+03	+7.535809e+03	+2.669466e+03
+5.891256e+03	+7.535238e+03	+2.654067e+03
+6.921474e+03	+7.877187e+03	+2.840035e+03
+6.978882e+03	+7.844738e+03	+2.781905e+03
+7.000562e+03	+7.882171e+03	+2.733282e+03
+9.763694e+03	+3.756873e+03	+4.161808e+03
+9.826607e+03	+3.776214e+03	+4.139322e+03
+9.820419e+03	+3.797128e+03	+4.192589e+03
+9.039385e+03	+2.966534e+03	+4.269749e+03
+9.080965e+03	+2.909441e+03	+4.327281e+03
+9.028652e+03	+2.943932e+03	+4.331152e+03
+6.023488e+03	+4.092263e+03	+6.615901e+03
+5.963441e+03	+4.067469e+03	+6.589190e+03
+5.934713e+03	+4.037618e+03	+6.548895e+03
+6.950311e+03	+4.573387e+03	+6.577602e+03
+6.948670e+03	+4.566142e+03	+6.592257e+03
+6.974408e+03	+4.612181e+03	+6.603365e+03
+4.646728e+03	+8.539091e+03	+4.158582e+03
+4.611251e+03	+8.521251e+03	+4.170194e+03
+4.556818e+03	+8.493387e+03	+4.181693e+03
+5.636348e+03	+9.462993e+03	+4.225689e+03
+5.647851e+03	+9.512429e+03	+4.235699e+03
+5.699466e+03	+9.517905e+03	+4.259605e+03
+6.027634e+03	+1.102647e+04	+6.506766e+03
+6.055130e+03	+1.108669e+04	+6.450463e+03
+6.104193e+03	+1.105812e+04	+6.500137e+03
+5.482666e+03	+1.024469e+04	+6.433071e+03
+5.546323e+03	+1.024160e+04	+6.505231e+03
+5.569406e+03	+1.025982e+04	+6.525847e+03
+3.861193e+03	+1.039947e+04	+5.183728e+03
+3.872423e+03	+1.039685e+04	+5.157252e+03
+3.917930e+03	+1.040734e+04	+5.161598e+03
+2.833959e+03	+9.780133e+03	+5.212083e+03
+2.765328e+03	+9.754445e+03	+5.260421e+03
+2.760466e+03	+9.722582e+03	+5.245723e+03
+6.331796e+03	+9.356834e+03	+5.412500e+03
+6.285754e+03	+9.330935e+03	+5.441941e+03
+6.265689e+03	+9.281321e+03	+5.366564e+03
+7.231679e+03	+1.008343e+04	+5.647687e+03
+7.212827e+03	+1.014717e+04	+5.613347e+03
+7.240729e+03	+1.016391e+04	+5.584103e+03
+6.689100e+03	+9.260909e+03	+6.880645e+03
+6.624532e+03	+9.260088e+03	+6.900752e+03
+6.595307e+03	+9.266714e+03	+6.950728e+03
+7.610721e+03	+9.583568e+03	+6.394739e+03
+7.621155e+03	+9.613096e+03	+6.461234e+03
+7.664767e+03	+9.598128e+03	+6.458705e+03
+6.182734e+03	+8.073238e+03	+2.515396e+03
+6.208554e+03	+8.037666e+03	+2.453157e+03
+6.260592e+03	+8.050687e+03	+2.444434e+03
+4.699612e+03	+8.107492e+03	+2.212438e+03
+4.631891e+03	+8.124648e+03	+2.174143e+03
+4.586867e+03	+8.128019e+03	+2.223072e+03
+4.823778e+03	+1.016950e+04	+1.606828e+03
+4.761115e+03	+1.017398e+04	+1.531114e+03
+4.719125e+03	+1.017809e+04	+1.556432e+03
+6.125949e+03	+1.006163e+04	+1.532615e+03
+6.171897e+03	+1.002182e+04	+1.512106e+03
+6.193524e+03	+9.991772e+03	+1.557707e+03
