_____13. 1. 2022_____
 comment:	Exmpl_3.1_CC-CC-CC_meta
 nostates:	1
 nomarkers:	3
 dim:	3
 nodata:	1336





+1.291363e+04	+7.419003e+03	+5.465397e+03
+1.291911e+04	+7.422411e+03	+5.485511e+03
+1.290224e+04	+7.425207e+03	+5.449466e+03
+1.224962e+04	+5.433282e+03	+5.250519e+03
+1.221989e+04	+5.439569e+03	+5.219722e+03
+1.223396e+04	+5.422616e+03	+5.232078e+03
+1.104606e+04	+6.752972e+03	+9.689117e+03
+1.105499e+04	+6.734740e+03	+9.696905e+03
+1.103078e+04	+6.787847e+03	+9.726480e+03
+9.906124e+03	+5.280466e+03	+9.538214e+03
+9.916412e+03	+5.267684e+03	+9.558369e+03
+9.912743e+03	+5.284477e+03	+9.549326e+03
+1.110645e+04	+4.376702e+03	+6.484563e+03
+1.110320e+04	+4.337610e+03	+6.482676e+03
+1.112366e+04	+4.359984e+03	+6.460590e+03
+1.227120e+04	+5.766017e+03	+6.555474e+03
+1.229411e+04	+5.767310e+03	+6.539195e+03
+1.228600e+04	+5.779185e+03	+6.603779e+03
+2.828092e+03	+7.798207e+03	+7.295909e+03
+2.821162e+03	+7.782182e+03	+7.303244e+03
+2.836768e+03	+7.783764e+03	+7.294477e+03
+4.240458e+03	+8.841583e+03	+7.663617e+03
+4.235238e+03	+8.852254e+03	+7.634266e+03
+4.242991e+03	+8.850821e+03	+7.622122e+03
+7.342252e+03	+7.965885e+03	+7.338763e+03
+7.331235e+03	+7.974222e+03	+7.329490e+03
+7.357462e+03	+8.004588e+03	+7.362289e+03
+5.725690e+03	+6.099851e+03	+7.447863e+03
+5.735301e+03	+6.123363e+03	+7.480088e+03
+5.749531e+03	+6.121548e+03	+7.496906e+03
+5.592008e+03	+9.283199e+03	+7.532146e+03
+5.632849e+03	+9.276766e+03	+7.518020e+03
+5.607397e+03	+9.285311e+03	+7.501786e+03
+5.273409e+03	+7.490904e+03	+6.858159e+03
+5.237780e+03	+7.494490e+03	+6.843404e+03
+5.215173e+03	+7.508793e+03	+6.839573e+03
+1.241703e+04	+4.095948e+03	+7.540532e+03
+1.240673e+04	+4.098730e+03	+7.595863e+03
+1.237389e+04	+4.103077e+03	+7.583488e+03
+1.354700e+04	+6.164799e+03	+8.204463e+03
+1.354364e+04	+6.166645e+03	+8.210878e+03
+1.355396e+04	+6.126174e+03	+8.171399e+03
+7.403550e+03	+9.759278e+03	+5.921331e+03
+7.419305e+03	+9.767109e+03	+5.934786e+03
+7.437241e+03	+9.730153e+03	+5.935218e+03
+6.352384e+03	+8.320119e+03	+6.593488e+03
+6.379167e+03	+8.326676e+03	+6.577625e+03
+6.367438e+03	+8.298963e+03	+6.582152e+03
+1.160392e+04	+6.895597e+03	+6.707235e+03
+1.158640e+04	+6.922758e+03	+6.669295e+03
+1.158923e+04	+6.889799e+03	+6.671216e+03
+1.088259e+04	+5.166069e+03	+6.396867e+03
+1.088553e+04	+5.148996e+03	+6.329217e+03
+1.088075e+04	+5.174407e+03	+6.349457e+03
+8.892420e+03	+8.870658e+03	+4.981501e+03
+8.883810e+03	+8.876322e+03	+4.989797e+03
+8.880497e+03	+8.861641e+03	+4.991377e+03
+8.237964e+03	+7.008059e+03	+4.773307e+03
+8.253098e+03	+6.996139e+03	+4.786751e+03
+8.256871e+03	+6.988873e+03	+4.788640e+03
+1.410991e+04	+6.924236e+03	+6.086035e+03
+1.410431e+04	+6.915098e+03	+6.085920e+03
+1.410578e+04	+6.897728e+03	+6.064584e+03
+1.348234e+04	+4.757151e+03	+5.621611e+03
+1.349551e+04	+4.748210e+03	+5.567742e+03
+1.348059e+04	+4.733729e+03	+5.579374e+03
+1.050646e+04	+8.467796e+03	+7.501881e+03
+1.047766e+04	+8.456863e+03	+7.490642e+03
+1.050461e+04	+8.453905e+03	+7.478171e+03
+9.553794e+03	+6.862179e+03	+7.144445e+03
+9.541840e+03	+6.897951e+03	+7.200647e+03
+9.566021e+03	+6.915554e+03	+7.307453e+03
+1.171310e+04	+6.220049e+03	+1.006579e+04
+1.169500e+04	+6.226255e+03	+1.011826e+04
+1.168268e+04	+6.216274e+03	+1.007468e+04
+1.027613e+04	+4.537794e+03	+9.634876e+03
+1.030033e+04	+4.537447e+03	+9.644795e+03
+1.029533e+04	+4.553384e+03	+9.577023e+03
+9.090771e+03	+3.831302e+03	+7.527527e+03
+9.090717e+03	+3.837604e+03	+7.543019e+03
+9.068229e+03	+3.849833e+03	+7.502328e+03
+8.978779e+03	+5.623745e+03	+7.381311e+03
+8.994967e+03	+5.648936e+03	+7.410660e+03
+8.997024e+03	+5.629005e+03	+7.363792e+03
+6.245515e+03	+9.197972e+03	+5.056305e+03
+6.239228e+03	+9.221580e+03	+5.067559e+03
+6.234125e+03	+9.218860e+03	+5.100915e+03
+6.004493e+03	+7.656895e+03	+4.542839e+03
+6.016375e+03	+7.643831e+03	+4.525410e+03
+6.023148e+03	+7.635075e+03	+4.564979e+03
+7.506849e+03	+5.308068e+03	+1.639078e+03
+7.507843e+03	+5.297019e+03	+1.613008e+03
+7.480514e+03	+5.305378e+03	+1.607686e+03
+7.797864e+03	+6.685448e+03	+1.257189e+03
+7.811648e+03	+6.699140e+03	+1.183620e+03
+7.801339e+03	+6.674281e+03	+1.257307e+03
+8.063283e+03	+5.734537e+03	+4.639659e+03
+8.071753e+03	+5.743952e+03	+4.631123e+03
+8.061044e+03	+5.765115e+03	+4.669481e+03
+8.452844e+03	+7.020387e+03	+4.761542e+03
+8.446267e+03	+7.017722e+03	+4.815652e+03
+8.448644e+03	+7.008203e+03	+4.867266e+03
+1.240854e+04	+5.267513e+03	+5.041625e+03
+1.242587e+04	+5.252594e+03	+4.987107e+03
+1.240804e+04	+5.247883e+03	+4.995274e+03
+1.240492e+04	+6.374633e+03	+5.406979e+03
+1.240658e+04	+6.417188e+03	+5.373174e+03
+1.240536e+04	+6.395645e+03	+5.344907e+03
+3.702650e+03	+7.263516e+03	+6.896233e+03
+3.703181e+03	+7.261385e+03	+6.901679e+03
+3.696938e+03	+7.251699e+03	+6.954785e+03
+3.508396e+03	+5.850714e+03	+6.584834e+03
+3.464895e+03	+5.847270e+03	+6.560428e+03
+3.519715e+03	+5.846538e+03	+6.556653e+03
+1.277139e+04	+6.960615e+03	+4.005814e+03
+1.278250e+04	+6.980661e+03	+4.028195e+03
+1.278435e+04	+6.971296e+03	+4.035646e+03
+1.236175e+04	+8.523587e+03	+4.456401e+03
+1.237065e+04	+8.543631e+03	+4.475556e+03
+1.235278e+04	+8.537055e+03	+4.425488e+03
+7.002216e+03	+7.144204e+03	+2.646356e+03
+7.005789e+03	+7.142653e+03	+2.616749e+03
+6.999551e+03	+7.155621e+03	+2.577992e+03
+6.807164e+03	+8.485831e+03	+3.124567e+03
+6.785583e+03	+8.483020e+03	+3.156170e+03
+6.787495e+03	+8.486379e+03	+3.130677e+03
+9.633190e+03	+5.145881e+03	+2.114574e+03
+9.648524e+03	+5.122984e+03	+2.122764e+03
+9.648871e+03	+5.125720e+03	+2.160949e+03
+9.603449e+03	+6.616142e+03	+1.832059e+03
+9.617467e+03	+6.609789e+03	+1.853672e+03
+9.629780e+03	+6.599769e+03	+1.881016e+03
+8.724640e+03	+3.447534e+03	+4.554950e+03
+8.708210e+03	+3.453205e+03	+4.482897e+03
+8.719620e+03	+3.455820e+03	+4.538903e+03
+8.637611e+03	+4.638016e+03	+4.810246e+03
+8.597439e+03	+4.631791e+03	+4.822264e+03
+8.625173e+03	+4.659883e+03	+4.812107e+03
+8.776987e+03	+5.644005e+03	+6.098665e+03
+8.769150e+03	+5.654501e+03	+6.040266e+03
+8.748001e+03	+5.660327e+03	+5.969330e+03
+8.788337e+03	+4.165304e+03	+5.674379e+03
+8.775587e+03	+4.169882e+03	+5.724350e+03
+8.766105e+03	+4.168190e+03	+5.709129e+03
+1.274517e+04	+7.245111e+03	+6.650997e+03
+1.274544e+04	+7.260928e+03	+6.666243e+03
+1.273672e+04	+7.250681e+03	+6.686589e+03
+1.324837e+04	+5.795642e+03	+6.373004e+03
+1.325896e+04	+5.812481e+03	+6.376245e+03
+1.325465e+04	+5.820636e+03	+6.399447e+03
+3.226138e+03	+5.408359e+03	+6.983899e+03
+3.188311e+03	+5.395520e+03	+7.003309e+03
+3.206227e+03	+5.373663e+03	+6.999995e+03
+3.406910e+03	+3.908697e+03	+6.268110e+03
+3.379413e+03	+3.895995e+03	+6.254862e+03
