_____22. 1. 2022_____
 comment:	
 nostates:	1
 nomarkers:	3
 dim:	3
 nodata:	50





+9.179184e+01	+5.696425e+01	+6.414660e+01
+3.788838e+01	+6.212183e+01	+1.068622e+02
+3.841029e-01	+6.522612e+01	+9.115113e+01
-7.772263e+01	-5.048623e+02	-1.184882e+03
-1.046512e+02	-5.207356e+02	-1.212293e+03
-1.424198e+02	-5.119541e+02	-1.185096e+03
+1.532706e+02	-9.312781e+02	-3.530711e+02
+1.389827e+02	-9.213099e+02	-3.582956e+02
+1.578272e+02	-8.890036e+02	-3.742840e+02
-1.745583e+02	+9.274000e+01	+5.421650e+02
-1.887816e+02	+1.158758e+02	+5.209871e+02
-2.335689e+02	+1.274852e+02	+4.454973e+02
+6.937710e+02	+7.246617e+02	+1.041160e+03
+6.919731e+02	+6.936672e+02	+1.036368e+03
+7.093297e+02	+6.591997e+02	+1.051341e+03
-6.738632e+02	+8.541437e+02	+1.376013e+03
-6.394364e+02	+8.683288e+02	+1.325868e+03
-6.372386e+02	+8.654421e+02	+1.303592e+03
+3.718472e+02	+1.155476e+03	-7.511792e+02
+4.045969e+02	+1.117133e+03	-7.097635e+02
+4.504531e+02	+1.097856e+03	-7.433804e+02
-3.626313e+02	+2.521610e+02	+4.980629e+01
-3.749884e+02	+2.811938e+02	+4.020472e+01
-4.198707e+02	+2.250271e+02	+1.448465e+01
+7.120383e+02	-5.127430e+02	+1.622118e+03
+6.751153e+02	-5.583631e+02	+1.622972e+03
+6.720657e+02	-5.909138e+02	+1.574287e+03
-6.563178e+02	-5.682371e+02	+1.289057e+03
-6.682779e+02	-5.749339e+02	+1.284933e+03
-6.630723e+02	-6.229510e+02	+1.327149e+03
+2.881521e+02	+2.212105e+02	-1.336008e+03
+2.483073e+02	+1.957217e+02	-1.414619e+03
+2.787736e+02	+2.272031e+02	-1.392398e+03
-2.318926e+02	+7.289135e+02	-1.595774e+02
-2.137730e+02	+7.164753e+02	-2.206482e+02
-1.818992e+02	+7.308545e+02	-1.811921e+02
+4.916115e+02	+1.019077e+03	+1.560722e+03
+5.165200e+02	+9.982641e+02	+1.535441e+03
+5.327022e+02	+9.647440e+02	+1.521149e+03
-4.783994e+02	+7.805906e+01	+1.160434e+03
-4.893877e+02	+4.354224e+01	+1.177051e+03
-5.035850e+02	+4.189269e+01	+1.307291e+03
+5.573692e+02	+2.227251e+02	-1.351409e+03
+5.568270e+02	+1.936688e+02	-1.342548e+03
+5.436316e+02	+1.837257e+02	-1.380741e+03
-5.973585e+02	+2.509475e+02	-2.076452e+03
-6.001408e+02	+2.983306e+02	-2.087092e+03
-6.066651e+02	+3.167899e+02	-2.046849e+03
